lat,lng,location
40.77397089999999,-73.9801793,Macaulay Honors College
40.8200471,-73.9492724,CCNY
40.7509381,-73.9735038,CUNY
49.1324803,-122.8708528,Kwantlen Polytechnic University
39.4714449,-87.40827519999999,Indiana State University
42.3043142,-83.06603899999999,University of Windsor
49.31803619999999,-123.0194176,Capilano University
49.9393854,-119.3947626,UBC Okanagan
40.7509381,-73.9735038,City University of New York (CUNY)
40.6670398,-73.9574025,Medgar Evers College
33.2140233,-87.5391418,University of Alabama
38.9066253,-77.0373587,University of California Washington Center
40.3340766,-76.5157582,Lebanon Valley College
42.3162992,-72.6403095,Smith College
41.2939386,-82.21737859999999,Oberlin
46.4672485,-80.9757296,Laurentian
43.667979,-79.3983677,Ontario Institute for Studies in Education
51.01113609999999,-114.1318513,Mount Royal University (MRU)
37.3148783,-89.52804379999999,Southeast Missouri State University
32.7908851,-79.93737209999999,Charleston School of Law
32.6398581,-116.9981916,Southwestern College
40.0066723,-83.0304546,Ohio State University and the University of Akron
33.9937575,-81.0299186,University of South Carolina
39.9951217,-75.23993279999999,Saint Joseph's University
37.3902811,-94.6911535,Pittsburg State University
34.1035316,-117.7119768,Claremont Colleges
41.8267718,-71.4025482,Brown
38.3078425,-104.5758171,Colorado State University Pueblo
30.3436839,-81.6836991,Edward Waters College
41.7917114,-87.60270659999999,University of Chicago Pritzker School of Medicine
35.771043,-78.6379262,Shaw University
37.7706831,-122.3895903,UC San Francisco Mission Bay campus
40.0066723,-83.0304546,Ohio State University
27.7629896,-97.4108126,Del Mar College
39.7846274,-84.0587338,Wright State University
46.8187754,-92.0843306,University of Minnesota Duluth
30.6186806,-96.3364655,Texas A&M
33.9737055,-117.3280644,UCR's assistant vice chancellor and dean of students Ryan Alcantara
47.6167229,-122.3215965,Seattle Central Community College
32.8166735,-117.0065725,Grossmont College
37.9634036,-87.6727294,University of Southern Indiana
44.5870879,-123.1147938,Linn Benton Community College
41.2033216,-77.1945247,Penn
41.85862729999999,-87.836112,Loyola University Chicago Stritch School of Medicine
41.6484557,-80.1455328,Allegheny College
37.3647146,-120.4241184,UC Merced
29.9407282,-90.1203167,Tulane
40.9270597,-73.78634939999999,Iona College
32.8140043,-96.6608109,Eastfield College
34.4139629,-119.848947,University of California at Santa Barbara
47.14519310000001,-122.4436669,Pacific Lutheran University
44.3148443,-85.60236429999999,Michigan
42.0564594,-87.67526699999999,Northwestern
43.0481221,-76.14742439999999,Syracuse
40.0230237,-75.3151772,Bryn Mawr
40.0022406,-75.3208107,Haverford
44.9728923,-93.2832714,Minneapolis Community &Technical College
39.3299013,-76.6205177,Johns Hopkins Univeristy
43.076592,-89.4124875,UW-Madison
50.4154542,-104.5878302,he University of Regina
34.5463968,-112.4762283,Prescott College
43.5482599,-79.66268409999999,University of Toronto Mississauga (UTM)
36.3429724,-88.86433319999999,UTM
33.1512505,-117.1821885,Palomar College
37.2005546,-93.2806806,Missouri State University
38.5529805,-121.4525906,University of California Davis School of Medicine
45.5123906,-73.67180809999999,Cégep de St. Laurent
33.7505746,-84.4118579,AUC schools
33.7451953,-84.41143749999999,Spelman
36.8853217,-76.3058786,Old Dominion University
40.00758099999999,-105.2659417,University of Colorado Boulder
35.0077519,-97.092877,Oklahoma
40.7112562,-74.0051758,Pace University
41.2449585,-75.8883633,Wilkes University
28.5927153,-81.3485013,Rollins College
26.3081983,-98.1740158,University of Texas Rio Grande Valley
40.7664886,-73.9555127,Weill Cornell Medical College
40.7354925,-73.9971361,New School in New York City
45.5131547,-73.5602937,e Université du Québec à Montréal (UQAM)
41.98675069999999,-87.8721602,Rosemont
45.514669,-73.5663793,CEGEP du Vieux-Montréal
25.8939072,-97.4869194,University of Texas at Brownsville
30.211991,-92.019914,University of Louisiana at Lafayette
29.7903032,-90.8028911,Nicholls State University
30.5265222,-91.1929407,Southern University Baton Rouge
39.4089481,-76.5926005,Goucher College
39.3299013,-76.6205177,Johns Hopkins
30.23218,-97.75833,St Edward's University
43.076592,-89.4124875,University of Wisconsin - Madison
41.4639394,-87.04388929999999,Valparaiso University
41.4905602,-81.5297689,John Carroll University
33.2951034,-111.7956814,Chandler-Gilbert Community College
34.3647349,-89.5383818,Ole Miss
29.3228413,-98.5465301,Palo Alto College
39.9522188,-75.1932137,University of Pennsylvania
39.9566127,-75.18994409999999,Drexel
39.9522188,-75.1932137,Students from the University of Pennsylvania and Community College of Philadelphia marched alongside Temple students
39.7099689,-75.1191932,"Lee teaches at Philadelphia University, the University of Pennsylvania and Rowan University in South Jersey in addition to Temple"
35.2058936,-97.4457137,University of Oklahoma
33.4242399,-111.9280527,ASU
34.0522342,-118.2436849,Los Angeles campus
37.5565736,-79.0801084,Sweet Briar
41.8417288,-71.4627575,Rhode Island College
34.2406756,-118.5300196,CSU Northridge
37.8718992,-122.2585399,"UC Berkeley and UC Santa Cruz, Berkeley City College, San Francisco State University, City College of San Francisco, Laney College and Stanford University"
38.2352198,-122.119899,Solano Community College
37.7749295,-122.4194155,San Francisco
36.9741171,-122.0307963,Santa Cruz
38.3013039,-77.47447,University of Mary Washington
42.2746179,-71.8068416,Worcester Polytechnic Institute
43.676042700000004,-79.41072840000001,George Brown Colleg
38.6487895,-90.3107962,Washington University
43.79602939999999,-79.3485918,Seneca College
43.6628917,-79.39565640000001,the St George campus
37.0965278,-113.5684164,St. George
54.283113,-0.399752,Scarborough
51.253775,-85.3232139,Ontario Institute for Student Education
43.6628917,-79.39565640000001,St George campus
53.9614205,-1.0739108,York
43.6628917,-79.39565640000001,UofT
